"","country","year","expenditure per student"
"2951","Suriname",2011,"X"
"2952","Swaziland",2011,"X"
"2953","Sweden",2011,"X"
"2954","Switzerland",2011,"X"
"2955","Syria",2011,"X"
"2956","Tajikistan",2011,"X"
"2957","Tanzania",2011,"X"
"2958","Thailand",2011,"X"
"2959","Timor-Leste",2011,"X"
"2960","Togo",2011,"X"
"2961","Tonga",2011,"X"
"2962","Trinidad and Tobago",2011,"X"
"2963","Tunisia",2011,"X"
"2964","Turkey",2011,"X"
"2965","Turkmenistan",2011,"X"
"2966","Turks and Caicos Islands",2011,"X"
"2967","Tuvalu",2011,"X"
"2968","Uganda",2011,"X"
"2969","Ukraine",2011,"X"
"2970","United Arab Emirates",2011,"X"
"2971","United Kingdom",2011,"X"
"2972","United States",2011,"X"
"2973","Uruguay",2011,"X"
"2974","Uzbekistan",2011,"X"
"2975","Vanuatu",2011,"X"
"2976","Venezuela",2011,"X"
"2977","Vietnam",2011,"X"
"2978","Virgin Islands (U.S.)",2011,"X"
"2979","West Bank and Gaza",2011,"X"
"2980","Yemen, Rep.",2011,"X"
"2981","Zambia",2011,"X"
"2982","Zimbabwe",2011,"X"
